"","s_cerevisiae","s_paradoxus","s_mikatae","s_bayanus","c_glabrata","k_lactis","e_gossypii","c_albicans","d_hansenii","y_lipolytica","m_grisea","g_zeae","n_crassa","a_nidulans","s_pombe","c_neoformans","u_maydis","e_cuniculi","h_sapiens","d_melanogaster","c_elegans"
"6320205",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320206",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"6320207",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
"6320208",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1
"6320209",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
"6320210",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"6320212",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320214",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
"6320215",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320216",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320217",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320219",1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320220",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1
"6320221",1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
"6320222",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320223",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"6320224",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320225",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320228",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320229",1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0
"6320230",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"6320231",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
"6320233",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"6320235",1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"6320236",1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
"6320237",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"6320238",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320239",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320240",1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0
"6320241",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320242",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320243",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320244",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320245",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320246",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1
"6320247",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320248",1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
"6320249",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"6320250",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320251",1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
"6320252",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"6320253",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"6320255",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320256",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"6320258",1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"6320259",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"6320260",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"6320261",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320262",1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"6320263",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
"6320264",1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320265",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320266",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320267",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320268",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1
"6320269",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320270",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320271",1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"6320272",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"6320273",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
"6320274",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320275",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320276",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
"6320277",1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320278",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320279",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
"6320280",1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"6320281",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320282",1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"6320283",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320284",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"6320285",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"6320286",1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0
"6320287",1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320289",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"6320290",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320291",1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
"6320292",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320293",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320294",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"6320295",1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"6320296",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320297",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320298",1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"6320301",1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"6320302",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320303",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320304",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320305",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"6320306",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
"6320308",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320309",1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"6320310",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320311",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320312",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320313",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"6320314",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
"6320315",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320317",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"6320318",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320319",1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
"6320321",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
"6320322",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1
"6320323",1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320324",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320325",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320326",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
"6320327",1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0
"6320328",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320329",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320330",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1
"6320331",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0
"6320332",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320333",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
"6320334",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320335",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320336",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320337",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"6320339",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320340",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"6320342",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320344",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320345",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
"6320346",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"6320347",1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"6320348",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"6320349",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
"6320350",1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1
"6320351",1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320352",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320353",1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6320355",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"6320356",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"6320357",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320359",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320360",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320362",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320363",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
"6320364",1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1
"6320365",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"6320366",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"6320367",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"6320368",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"6320369",1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0
"6320370",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
"6320371",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"6320372",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"6320373",1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320374",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320375",1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"6320376",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6320377",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320378",1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
"6320379",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"6320380",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"6320381",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"6320382",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320383",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320384",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320386",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0
"6320387",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320388",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320389",1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1
"6320390",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320391",1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1
"6320392",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320393",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320395",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320396",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320397",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
"6320399",1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"6320400",1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"6320401",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320402",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320403",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320404",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"6320406",1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"6320407",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"6320409",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320410",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320412",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"6320413",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320414",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320415",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320417",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"6320418",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320419",1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"6320420",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320422",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320423",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320424",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320425",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320427",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0
"6320428",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6320429",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320430",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320431",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320432",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320433",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320434",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
"6320435",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0
"6320437",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"6320438",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"6320439",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
"6320440",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320441",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"6320442",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320443",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320444",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320445",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320447",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320448",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320449",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320450",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"6320451",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"6320452",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
"6320453",1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320454",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"6320455",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320457",1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"6320458",1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"6320459",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1
"6320460",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"6320461",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1
"6320462",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"6320463",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"6320464",1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0
"6320465",1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"6320466",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320467",1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"6320468",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"6320469",1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"6320470",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320471",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"6320472",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1
"6320473",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"6320474",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"6320475",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320478",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320479",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320481",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320482",1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0
"6320483",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320485",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320486",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320487",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320488",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
"6320489",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320490",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6320491",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320492",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320493",1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1
"6320494",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320496",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
"6320497",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"6320498",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"6320499",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320500",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
"6320501",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320502",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"6320503",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"6320504",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320505",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320506",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"6320507",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320508",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
"6320509",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320510",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1
"6320511",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"6320512",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
"6320513",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320514",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"6320515",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320516",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320517",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"6320518",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320519",1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
"6320520",1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320521",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"6320522",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
"6320523",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6320525",1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"6320526",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
"6320527",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1
"6320528",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"6320529",1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"6320530",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
"6320531",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
"6320533",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1
"6320535",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6320536",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
"6320537",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
"6320538",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
